Item,Source,FieldID,BinaryID,RoiID,ObjID,ND.T,ND.M,ND.Z,Class,Area,EqDiameter,Length,Width,MaxFeret,MinFeret,MaxFeret90,Circularity,MeanIntensity,MeanRatio,MeanCa2+,MeanCorrFRET,MeanFRETEff,MeanTitration,Sample,DateCollected,Population,Temperature,pH
49,Frozen,2,Threshold,N/A,190,N/A,N/A,N/A,,11044.8,118.59,126.68,87.18,126.68,115.06,117.14,0.892,55.54,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
50,Frozen,2,Threshold,N/A,192,N/A,N/A,N/A,,12512.16,126.22,140.11,89.3,140.11,120.72,125.49,0.814,62.96,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
51,Frozen,2,Threshold,N/A,200,N/A,N/A,N/A,,9980.64,112.73,119.58,83.46,119.58,108.12,109.85,0.919,67.99,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
52,Frozen,2,Threshold,N/A,218,N/A,N/A,N/A,,10699.2,116.72,124.15,86.18,124.15,111.38,112.48,0.912,81.58,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
53,Frozen,2,Threshold,N/A,222,N/A,N/A,N/A,,13105.44,129.18,139.44,93.99,139.44,122.29,129.63,0.89,62.35,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
54,Frozen,2,Threshold,N/A,227,N/A,N/A,N/A,,10297.44,114.5,123.7,83.25,123.7,107.61,110.76,0.894,51.64,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
55,Frozen,2,Threshold,N/A,238,N/A,N/A,N/A,,10873.44,117.66,123.9,87.76,123.9,112.04,113.48,0.933,51.2,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
56,Frozen,2,Threshold,N/A,244,N/A,N/A,N/A,,10428.48,115.23,121.8,85.62,121.8,110.55,113.34,0.919,64.05,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
57,Frozen,2,Threshold,N/A,251,N/A,N/A,N/A,,10391.04,115.02,124.14,83.7,124.14,108.73,111.56,0.887,70.51,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
58,Frozen,2,Threshold,N/A,278,N/A,N/A,N/A,,13227.84,129.78,137.85,95.96,137.85,122.9,125.14,0.948,52.22,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
59,Frozen,2,Threshold,N/A,284,N/A,N/A,N/A,,12286.08,125.07,134.01,91.68,134.01,119.51,124.17,0.909,66.15,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
60,Frozen,2,Threshold,N/A,314,N/A,N/A,N/A,,9345.6,109.08,116.25,80.39,116.25,103.07,105.91,0.923,54.93,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
61,Frozen,2,Threshold,N/A,331,N/A,N/A,N/A,,10977.12,118.22,125.5,87.47,125.5,112.8,113.19,0.892,69.09,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
62,Frozen,2,Threshold,N/A,351,N/A,N/A,N/A,,12905.28,128.19,142.09,90.82,142.09,120.79,126.9,0.876,82.35,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
63,Frozen,2,Threshold,N/A,362,N/A,N/A,N/A,,9966.24,112.65,130.27,76.5,130.27,106.44,107.35,0.823,57.93,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
64,Frozen,2,Threshold,N/A,365,N/A,N/A,N/A,,10100.16,113.4,122.82,82.23,122.82,107.83,108.42,0.904,76.25,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
65,Frozen,2,Threshold,N/A,375,N/A,N/A,N/A,,10851.84,117.55,127.11,85.38,127.11,106.63,112.15,0.929,52.14,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
66,Frozen,2,Threshold,N/A,378,N/A,N/A,N/A,,11528.64,121.16,130.28,88.49,130.28,118.18,119.19,0.922,42.29,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
67,Frozen,2,Threshold,N/A,399,N/A,N/A,N/A,,12021.12,123.72,131.99,91.07,131.99,117.6,120.02,0.943,61.54,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
68,Frozen,2,Threshold,N/A,404,N/A,N/A,N/A,,10621.44,116.29,124.3,85.45,124.3,111.7,113.94,0.919,55.05,N/A,N/A,N/A,N/A,N/A,484,5/23/17,Oyster Bay C1,10,ambient
43,Frozen,4,Threshold,N/A,25,N/A,N/A,N/A,,9542.88,110.23,120.04,79.5,120.04,102.72,104.96,0.942,52.66,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
32,Frozen,3,Threshold,N/A,118,N/A,N/A,N/A,,9571.68,110.39,119.3,80.23,119.3,102,110.82,0.888,50.77,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
56,Frozen,4,Threshold,N/A,132,N/A,N/A,N/A,,9597.6,110.54,117.61,81.61,117.61,105.56,111.13,0.921,58.66,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
30,Frozen,3,Threshold,N/A,95,N/A,N/A,N/A,,9953.28,112.57,122.12,81.51,122.12,109.81,110.42,0.814,60.34,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
63,Frozen,4,Threshold,N/A,187,N/A,N/A,N/A,,9990.72,112.79,119.41,83.67,119.41,108,109.3,0.919,60.44,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
59,Frozen,4,Threshold,N/A,148,N/A,N/A,N/A,,10022.4,112.96,120.96,82.85,120.96,107.02,112.2,0.93,56.06,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
25,Frozen,2,Threshold,N/A,136,N/A,N/A,N/A,,10039.68,113.06,123.06,81.58,123.06,109.97,114.91,0.793,59.37,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
16,Frozen,2,Threshold,N/A,27,N/A,N/A,N/A,,10114.56,113.48,124.29,81.38,124.29,105.73,105.83,0.937,49.77,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
11,Frozen,1,Threshold,N/A,104,N/A,N/A,N/A,,10152,113.69,133.47,76.06,129.95,107.24,124.05,0.726,62.35,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
24,Frozen,2,Threshold,N/A,126,N/A,N/A,N/A,,10164.96,113.76,125.84,80.78,125.84,108.74,109.52,0.855,61.22,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
58,Frozen,4,Threshold,N/A,140,N/A,N/A,N/A,,10215.36,114.05,123.11,82.98,123.11,109.35,112.39,0.912,45.18,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
47,Frozen,4,Threshold,N/A,46,N/A,N/A,N/A,,10258.56,114.29,125.21,81.93,127.34,110.4,112.63,0.751,66.73,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
9,Frozen,1,Threshold,N/A,93,N/A,N/A,N/A,,10267.2,114.34,121.35,84.61,121.35,108,110.99,0.931,53.11,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
65,Frozen,4,Threshold,N/A,189,N/A,N/A,N/A,,10280.16,114.41,122.22,84.11,122.22,108,115.39,0.905,47.36,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
28,Frozen,3,Threshold,N/A,26,N/A,N/A,N/A,,10284.48,114.43,123.9,83.01,123.9,110.4,111.37,0.896,48.11,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
23,Frozen,2,Threshold,N/A,119,N/A,N/A,N/A,,10307.52,114.56,128.75,80.06,128.75,108.56,113.78,0.798,55.63,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
19,Frozen,2,Threshold,N/A,85,N/A,N/A,N/A,,10311.84,114.58,125.97,81.86,134.23,111.56,112.44,0.75,65.38,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
51,Frozen,4,Threshold,N/A,64,N/A,N/A,N/A,,10333.44,114.7,122.02,84.69,122.02,108.83,114.7,0.921,53.55,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
2,Frozen,1,Threshold,N/A,24,N/A,N/A,N/A,,10444.32,115.32,122.99,84.92,122.99,108.67,118.84,0.839,65.87,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
61,Frozen,4,Threshold,N/A,184,N/A,N/A,N/A,,10454.4,115.37,123.02,84.98,123.02,108.96,110.64,0.939,77.86,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
35,Frozen,3,Threshold,N/A,157,N/A,N/A,N/A,,10471.68,115.47,163.3,64.13,128.66,114,119.64,0.636,57.76,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
60,Frozen,4,Threshold,N/A,156,N/A,N/A,N/A,,10488.96,115.56,132.41,79.22,132.41,109.2,115.94,0.796,80.64,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
54,Frozen,4,Threshold,N/A,112,N/A,N/A,N/A,,10513.44,115.7,121.71,86.38,121.71,112.33,113.81,0.926,42.77,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
62,Frozen,4,Threshold,N/A,185,N/A,N/A,N/A,,10516.32,115.71,122.34,85.96,122.34,109.2,114.13,0.924,44.47,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
13,Frozen,1,Threshold,N/A,118,N/A,N/A,N/A,,10537.92,115.83,125.51,83.96,125.51,110.4,110.8,0.901,42.79,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
45,Frozen,4,Threshold,N/A,28,N/A,N/A,N/A,,10571.04,116.01,123.17,85.83,123.17,109.81,113.4,0.935,58.17,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
12,Frozen,1,Threshold,N/A,115,N/A,N/A,N/A,,10582.56,116.08,126.69,83.53,126.69,110.69,113.08,0.863,52.1,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
40,Frozen,3,Threshold,N/A,263,N/A,N/A,N/A,,10599.84,116.17,127.06,83.42,127.06,110.4,116.13,0.845,52.51,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
55,Frozen,4,Threshold,N/A,117,N/A,N/A,N/A,,10617.12,116.27,123.77,85.78,123.77,112.01,113.58,0.914,62.37,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
29,Frozen,3,Threshold,N/A,71,N/A,N/A,N/A,,10622.88,116.3,124.66,85.21,124.66,110.2,114.72,0.886,61.81,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
44,Frozen,4,Threshold,N/A,26,N/A,N/A,N/A,,10625.76,116.31,124.66,85.24,124.66,110.14,113.14,0.951,68.51,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
14,Frozen,2,Threshold,N/A,3,N/A,N/A,N/A,,10715.04,116.8,129.42,82.79,129.42,112.06,112.37,0.791,69.24,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
8,Frozen,1,Threshold,N/A,78,N/A,N/A,N/A,,10766.88,117.08,127.76,84.27,127.76,111.88,111.95,0.796,53.99,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
52,Frozen,4,Threshold,N/A,105,N/A,N/A,N/A,,10775.52,117.13,128.01,84.18,128.01,110.71,115.24,0.83,49.3,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
49,Frozen,4,Threshold,N/A,53,N/A,N/A,N/A,,10802.88,117.28,127.77,84.55,127.77,111.21,114.7,0.867,50.92,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
1,Frozen,1,Threshold,N/A,22,N/A,N/A,N/A,,10840.32,117.48,133.35,81.29,133.35,112.28,115.04,0.849,54.21,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
46,Frozen,4,Threshold,N/A,30,N/A,N/A,N/A,,10841.76,117.49,124.57,87.04,124.57,110.99,114.01,0.931,56.4,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
5,Frozen,1,Threshold,N/A,32,N/A,N/A,N/A,,10880.64,117.7,129.19,84.22,129.19,111.93,115.57,0.866,43.24,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
21,Frozen,2,Threshold,N/A,112,N/A,N/A,N/A,,10886.4,117.73,125.77,86.56,125.77,111.46,113.03,0.9,62.84,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
64,Frozen,4,Threshold,N/A,188,N/A,N/A,N/A,,10928.16,117.96,124.99,87.43,124.99,113.91,115.2,0.892,48.11,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
67,Frozen,4,Threshold,N/A,202,N/A,N/A,N/A,,10997.28,118.33,126.93,86.64,126.93,113.8,114.34,0.866,66.73,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
57,Frozen,4,Threshold,N/A,133,N/A,N/A,N/A,,11007.36,118.38,126.66,86.91,126.66,114.85,116.88,0.826,64.01,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
3,Frozen,1,Threshold,N/A,25,N/A,N/A,N/A,,11013.12,118.42,129.14,85.28,129.14,108.63,120.13,0.862,46.74,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
22,Frozen,2,Threshold,N/A,117,N/A,N/A,N/A,,11088,118.82,126.97,87.32,126.97,112.9,118.77,0.894,47.4,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
50,Frozen,4,Threshold,N/A,54,N/A,N/A,N/A,,11095.2,118.86,126.85,87.46,126.85,113.2,114.62,0.886,70.65,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
36,Frozen,3,Threshold,N/A,167,N/A,N/A,N/A,,11125.44,119.02,131.69,84.48,131.69,112.24,112.64,0.868,53.58,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
66,Frozen,4,Threshold,N/A,200,N/A,N/A,N/A,,11125.44,119.02,128.97,86.26,128.97,114.79,122.27,0.871,49.9,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
18,Frozen,2,Threshold,N/A,76,N/A,N/A,N/A,,11139.84,119.1,127.61,87.3,127.61,113.53,118.38,0.835,44.72,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
4,Frozen,1,Threshold,N/A,29,N/A,N/A,N/A,,11151.36,119.16,144.64,77.1,134.27,116.23,119.15,0.713,62.65,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
17,Frozen,2,Threshold,N/A,74,N/A,N/A,N/A,,11230.56,119.58,141.83,79.18,139.72,116.34,119.64,0.722,60.98,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
41,Frozen,4,Threshold,N/A,12,N/A,N/A,N/A,,11237.76,119.62,127.56,88.1,127.56,114.14,115.17,0.938,73.73,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
48,Frozen,4,Threshold,N/A,51,N/A,N/A,N/A,,11250.72,119.69,129.47,86.9,129.47,112.8,115.62,0.889,70.23,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
42,Frozen,4,Threshold,N/A,18,N/A,N/A,N/A,,11298.24,119.94,126.43,89.37,126.43,112.8,119.88,0.922,58.34,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
7,Frozen,1,Threshold,N/A,46,N/A,N/A,N/A,,11318.4,120.05,127.86,88.52,127.86,114.99,118.39,0.902,53.36,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
37,Frozen,3,Threshold,N/A,174,N/A,N/A,N/A,,11331.36,120.11,132.15,85.75,132.15,114.08,116.28,0.847,49.93,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
53,Frozen,4,Threshold,N/A,110,N/A,N/A,N/A,,11350.08,120.21,132.21,85.85,132.21,113.91,116,0.877,67.82,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
20,Frozen,2,Threshold,N/A,109,N/A,N/A,N/A,,11412,120.54,127.58,89.45,127.58,114.79,118.34,0.939,70.06,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
15,Frozen,2,Threshold,N/A,13,N/A,N/A,N/A,,11448,120.73,125.06,91.54,132.66,118.97,119.14,0.767,67.57,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
38,Frozen,3,Threshold,N/A,238,N/A,N/A,N/A,,11449.44,120.74,181.6,63.05,134.93,117.75,120.07,0.601,47.01,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
33,Frozen,3,Threshold,N/A,126,N/A,N/A,N/A,,11492.64,120.97,126.28,91.01,126.28,119.36,121.52,0.874,52.39,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
27,Frozen,3,Threshold,N/A,24,N/A,N/A,N/A,,11560.32,121.32,129.86,89.02,129.86,115.75,120.62,0.9,65.69,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
34,Frozen,3,Threshold,N/A,137,N/A,N/A,N/A,,11580.48,121.43,128.44,90.16,128.44,115.07,115.09,0.936,56.21,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
68,Frozen,4,Threshold,N/A,203,N/A,N/A,N/A,,11632.32,121.7,130.11,89.41,130.11,115.96,116.44,0.857,52.85,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
31,Frozen,3,Threshold,N/A,117,N/A,N/A,N/A,,11741.76,122.27,116.76,100.56,134,116.82,121.64,0.781,62.95,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
6,Frozen,1,Threshold,N/A,36,N/A,N/A,N/A,,11747.52,122.3,135.37,86.78,133.39,120.84,124.72,0.748,34.36,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
10,Frozen,1,Threshold,N/A,97,N/A,N/A,N/A,,11777.76,122.46,157.45,74.81,140.37,120.72,121.3,0.686,44.44,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
26,Frozen,2,Threshold,N/A,147,N/A,N/A,N/A,,12147.84,124.37,133.76,90.82,133.76,120.74,127.79,0.834,56.6,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
39,Frozen,3,Threshold,N/A,262,N/A,N/A,N/A,,12183.84,124.55,177.15,68.78,134.54,125.31,129.9,0.633,57.5,N/A,N/A,N/A,N/A,N/A,563,5/24/17,Oyster Bay C2,6,low
1,Frozen,1,Threshold,N/A,1,N/A,N/A,N/A,,11661.12,121.85,126.7,92.04,128.67,119.47,125.76,0.766,29.93,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
2,Frozen,1,Threshold,N/A,8,N/A,N/A,N/A,,11007.36,118.38,127.3,86.47,127.3,111.71,114.1,0.924,29.66,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
3,Frozen,1,Threshold,N/A,10,N/A,N/A,N/A,,11600.64,121.53,128.15,90.52,128.15,117.71,117.86,0.935,34.86,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
4,Frozen,1,Threshold,N/A,12,N/A,N/A,N/A,,11492.64,120.97,130.69,87.94,130.69,115.58,120.38,0.927,157.58,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
5,Frozen,1,Threshold,N/A,13,N/A,N/A,N/A,,13229.28,129.78,144.06,91.83,144.06,117.6,122.98,0.894,36.55,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
6,Frozen,1,Threshold,N/A,18,N/A,N/A,N/A,,9607.68,110.6,119.98,80.08,119.98,104.18,104.7,0.904,113.01,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
7,Frozen,1,Threshold,N/A,19,N/A,N/A,N/A,,11619.36,121.63,130.68,88.91,130.68,113.72,113.86,0.935,41.98,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
8,Frozen,1,Threshold,N/A,23,N/A,N/A,N/A,,13518.72,131.2,138.57,97.56,138.57,124.8,128.27,0.94,45.13,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
9,Frozen,1,Threshold,N/A,29,N/A,N/A,N/A,,12179.52,124.53,118.97,102.37,135.44,120.5,124.37,0.781,46.77,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
10,Frozen,1,Threshold,N/A,30,N/A,N/A,N/A,,11054.88,118.64,128.69,85.9,128.69,114.54,120.45,0.885,55.71,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
11,Frozen,1,Threshold,N/A,33,N/A,N/A,N/A,,11207.52,119.46,126.12,88.86,126.12,113.6,119.74,0.928,42.11,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
12,Frozen,2,Threshold,N/A,1,N/A,N/A,N/A,,10789.92,117.21,125.77,85.79,125.77,109.2,110.27,0.934,56.63,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
13,Frozen,2,Threshold,N/A,3,N/A,N/A,N/A,,11466.72,120.83,127.89,89.66,127.89,116.09,118.09,0.934,28.52,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
14,Frozen,2,Threshold,N/A,5,N/A,N/A,N/A,,12162.24,124.44,130.45,93.23,130.45,120.58,122.7,0.937,27.37,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
15,Frozen,2,Threshold,N/A,6,N/A,N/A,N/A,,11147.04,119.13,127.63,87.34,127.63,111.6,114.76,0.939,42.36,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
16,Frozen,2,Threshold,N/A,7,N/A,N/A,N/A,,10713.6,116.79,124.54,86.03,124.54,112.5,114.44,0.93,57.88,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
17,Frozen,2,Threshold,N/A,10,N/A,N/A,N/A,,11108.16,118.93,125.51,88.5,125.51,115.64,117.37,0.925,37.52,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
18,Frozen,2,Threshold,N/A,12,N/A,N/A,N/A,,12716.64,127.25,134.45,94.58,134.45,121.48,125.49,0.922,28.33,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
19,Frozen,2,Threshold,N/A,13,N/A,N/A,N/A,,11040.48,118.56,129.64,85.16,129.64,112.64,122.21,0.864,32.07,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
20,Frozen,2,Threshold,N/A,20,N/A,N/A,N/A,,11848.32,122.82,131.16,90.34,131.16,116.83,117.4,0.944,48.83,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
21,Frozen,2,Threshold,N/A,21,N/A,N/A,N/A,,12379.68,125.55,137.05,90.33,137.05,120,124.2,0.912,28.23,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
22,Frozen,2,Threshold,N/A,23,N/A,N/A,N/A,,9252,108.54,121.23,76.32,121.23,100.8,101.03,0.864,37.75,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
23,Frozen,2,Threshold,N/A,24,N/A,N/A,N/A,,10800,117.26,124.16,86.98,124.16,109.93,112.47,0.935,39.13,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
24,Frozen,2,Threshold,N/A,27,N/A,N/A,N/A,,11576.16,121.41,129.19,89.6,129.19,115.08,117.44,0.946,64.76,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
25,Frozen,2,Threshold,N/A,31,N/A,N/A,N/A,,12191.04,124.59,133.84,91.09,133.84,117.96,118.82,0.9,28.42,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
26,Frozen,2,Threshold,N/A,36,N/A,N/A,N/A,,12147.84,124.37,131.29,92.53,131.29,117.6,120.19,0.947,36.01,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
27,Frozen,3,Threshold,N/A,8,N/A,N/A,N/A,,12090.24,124.07,130.34,92.76,130.34,119.99,120.55,0.933,49.47,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
28,Frozen,3,Threshold,N/A,10,N/A,N/A,N/A,,11378.88,120.37,128.48,88.57,128.48,114.74,117.07,0.928,30.23,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
29,Frozen,3,Threshold,N/A,19,N/A,N/A,N/A,,11818.08,122.67,131.69,89.74,131.69,117.7,118.94,0.919,28.26,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
30,Frozen,3,Threshold,N/A,22,N/A,N/A,N/A,,11774.88,122.44,128.97,91.3,128.97,116.61,123.41,0.932,38.34,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
31,Frozen,3,Threshold,N/A,23,N/A,N/A,N/A,,10890.72,117.76,124.34,87.59,124.34,112.36,113.58,0.918,44.9,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
32,Frozen,3,Threshold,N/A,26,N/A,N/A,N/A,,12064.32,123.94,130.86,92.19,130.86,117.41,121.63,0.927,36.18,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
33,Frozen,3,Threshold,N/A,27,N/A,N/A,N/A,,10801.44,117.27,125.63,85.98,125.63,110.45,113.57,0.951,39.79,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
34,Frozen,3,Threshold,N/A,36,N/A,N/A,N/A,,10856.16,117.57,124.54,87.17,124.54,112.25,113.91,0.937,43.39,N/A,N/A,N/A,N/A,N/A,489,6/6/17,Oyster Bay C1,10,ambient
